neuron_id,cell_type,observed,seed,teacher_rate_hz,student_rate_hz,fluctuation_r2
4273,excitatory,0,44,0.0,0.0,
4274,excitatory,0,44,0.0,0.0,
4275,excitatory,0,44,1.6304347826086956,2.484472049689441,0.32639479637145996
4276,excitatory,0,44,1.3975155279503104,1.3198757763975155,0.03493940830230713
4277,excitatory,0,44,14.052795031055899,15.683229813664596,0.7880046367645264
4278,excitatory,0,44,0.0,0.0,
4279,inhibitory,0,44,4.968944099378882,2.872670807453416,0.3239741921424866
4280,excitatory,0,44,35.481366459627324,40.76086956521739,0.8325394988059998
4281,excitatory,0,44,0.0,0.0,
4283,excitatory,0,44,24.844720496894407,21.816770186335404,0.5166963338851929
4284,excitatory,0,44,0.0,0.0,
4285,excitatory,0,44,0.9316770186335404,0.9316770186335404,0.22367322444915771
4286,inhibitory,0,44,2.251552795031056,2.872670807453416,0.6108201742172241
4287,excitatory,0,44,0.0,0.0,
4289,excitatory,0,44,3.7267080745341614,1.8633540372670807,0.8024641275405884
4290,excitatory,0,44,0.2329192546583851,0.07763975155279502,0.45134007930755615
4291,excitatory,0,44,0.5434782608695652,0.5434782608695652,0.06965255737304688
4292,excitatory,0,44,1.6304347826086956,2.4068322981366457,-1.541776418685913
4293,excitatory,0,44,12.267080745341614,9.161490683229813,0.15309029817581177
4294,inhibitory,0,44,3.3385093167701863,3.260869565217391,0.5695444345474243
4295,excitatory,0,44,0.5434782608695652,0.2329192546583851,0.05587887763977051
4296,excitatory,0,44,0.3881987577639751,0.2329192546583851,0.5013400316238403
4297,excitatory,0,44,0.0,0.0,
4298,excitatory,0,44,0.8540372670807453,0.6987577639751552,0.04523390531539917
4299,excitatory,0,44,0.0,0.0,
4300,inhibitory,0,44,4.503105590062112,3.7267080745341614,0.21127551794052124
4302,excitatory,0,44,0.0,0.0,
4303,excitatory,0,44,42.2360248447205,50.46583850931677,0.8791441917419434
4305,excitatory,0,44,0.0,0.0,
4306,excitatory,0,44,0.0,0.0,
4307,excitatory,0,44,0.0,0.0,
4308,excitatory,0,44,0.15527950310559005,0.15527950310559005,0.9991775155067444
4309,excitatory,0,44,0.0,0.0,
4310,excitatory,0,44,28.959627329192546,14.906832298136646,0.47426027059555054
4311,excitatory,0,44,0.0,0.0,
4312,excitatory,0,44,0.6987577639751552,0.6211180124223602,0.9080420732498169
4313,excitatory,0,44,15.527950310559005,13.975155279503104,0.2891573905944824
4315,excitatory,0,44,0.3881987577639751,0.2329192546583851,0.711467444896698
4318,excitatory,0,44,4.425465838509316,3.7267080745341614,0.8176527619361877
4320,inhibitory,0,44,0.0,0.0,
4321,inhibitory,0,44,20.88509316770186,10.403726708074533,0.08062422275543213
4322,excitatory,0,44,1.3975155279503104,1.0869565217391304,0.433197557926178
4323,excitatory,0,44,0.0,0.0,
4324,excitatory,0,44,0.0,0.0,
4325,excitatory,0,44,0.15527950310559005,0.0,-0.0281832218170166
4326,excitatory,0,44,2.4068322981366457,2.795031055900621,0.7637470364570618
4327,excitatory,0,44,0.0,0.0,
4328,excitatory,0,44,0.7763975155279502,0.15527950310559005,0.25728994607925415
4329,excitatory,0,44,1.7857142857142856,1.9409937888198756,0.9782654047012329
4330,inhibitory,0,44,1.4751552795031055,1.3198757763975155,0.6892647743225098
4331,excitatory,0,44,0.0,0.0,
4332,excitatory,0,44,0.0,0.0,
4333,excitatory,0,44,0.07763975155279502,0.07763975155279502,-1.027815341949463
4334,excitatory,0,44,0.0,0.0,
4336,excitatory,0,44,0.6211180124223602,0.6211180124223602,0.5186753273010254
4337,excitatory,0,44,0.0,0.15527950310559005,
4338,inhibitory,0,44,43.94409937888199,18.788819875776397,-0.19757497310638428
4339,excitatory,0,44,0.0,0.0,
4341,excitatory,0,44,10.403726708074533,10.559006211180124,0.6774215698242188
