# Cumulative fraction of synaptic input volume, largest presynaptic partners first.
# Per-cell curves resampled from original presynaptic partners count onto 390 inputs.
# Dense connectome 230219a-rsg11-std-spl-edges_ariadne-20260417T142327_run-20260417T143444_connectome-20260421T131207.hdf5; synapse score > 138.6; proofread cells only.
x_inputs_resampled,spiny_median,spiny_q25,spiny_q75,smooth_median,smooth_q25,smooth_q75
215,0.8416807234225652,0.8325267034614894,0.8538297017849874,0.9280929163310203,0.8386806956486927,0.9420832991681438
216,0.843423281008226,0.834286918805118,0.8554439735083772,0.9290486675428803,0.8404502759997488,0.9428442669431432
217,0.8451216083185549,0.8361005334415619,0.8570484723709212,0.9300044187547403,0.8422093145395262,0.9437668210569612
218,0.8467981936956865,0.8379068178312176,0.8586445512253634,0.9309601699666002,0.8439510931061771,0.9450239389544546
219,0.8484653825909864,0.8396720055443722,0.8602325491101747,0.9321034213669503,0.8456807175658735,0.9458835779166102
220,0.8501702650915464,0.8413802328455308,0.8618129781584428,0.9333495163855225,0.8474171503601422,0.9467432168787657
221,0.8518694100633175,0.8431121739137388,0.863383723653158,0.9345956114040949,0.849179287747127,0.9476028558409213
222,0.8535505472679376,0.8448295244280499,0.8649296818256486,0.9358417064226671,0.8509277574140186,0.9484624948030769
223,0.8552199151789865,0.8465296278560714,0.866471843426377,0.9366700813051754,0.8526611463700633,0.9493202634606535
224,0.8568040854379226,0.8482142229605079,0.8680104427182038,0.9373045919267667,0.8543875188565472,0.9501194652139708
225,0.8583861430623634,0.8499012983850837,0.8695507397352805,0.9379391025483582,0.8561108837257487,0.950779029681176
226,0.8599842235281321,0.8515797511028701,0.87106978359178,0.9385736131699497,0.8578216384110112,0.9514385941483812
227,0.8615704271021012,0.8532400345780662,0.8725537012381153,0.9393156689408726,0.8595216674131829,0.9521649798508561
228,0.8631365689991166,0.8548964510958831,0.8740788804808586,0.94020812147906,0.8612138329913427,0.9530072988179059
