component,eigenvalue,variance_fraction,cumulative_fraction
410,0.00023947392670021876,0.00016446999969894977,0.946658912124096
411,0.0002382221010225308,0.00016361024944693082,0.9468225223735429
412,0.00023758352367866153,0.00016317167637552749,0.9469856940499184
413,0.00023656149141134446,0.00016246974757261283,0.947148163797491
414,0.0002356864458359981,0.00016186876880428978,0.9473100325662953
415,0.00023540381522324028,0.00016167465891752376,0.9474717072252128
416,0.00023514494123986796,0.000161496865015056,0.9476332040902279
417,0.0002328134014791004,0.0001598955702560171,0.9477930996604839
418,0.00023109102401556688,0.00015871264639949449,0.9479518123068833
419,0.0002310178736536117,0.00015866240694263782,0.9481104747138259
420,0.00022846874364158398,0.00015691167182884977,0.9482673863856548
421,0.00022730835432656796,0.0001561147198060508,0.9484235011054608
422,0.00022648550028535628,0.00015554958603230273,0.9485790506914931
423,0.00022609692412068887,0.00015528271304714525,0.9487343334045402
424,0.00022522525962793104,0.00015468405639655744,0.9488890174609367
425,0.00022431196555831179,0.00015405680867307828,0.9490430742696098
426,0.00022253101464830027,0.00015283365674305578,0.9491959079263528
427,0.00022080486510990302,0.00015164814223643506,0.9493475560685892
428,0.00022054431604764095,0.00015146919789463432,0.9494990252664839
429,0.00022016473516143673,0.0001512085028406885,0.9496502337693246
430,0.00021945348162575007,0.00015072001597110665,0.9498009537852957
431,0.00021887229070936283,0.00015032085573199257,0.9499512746410277
432,0.00021804360138481726,0.00014975171430254105,0.9501010263553302
433,0.00021740042172803173,0.00014930998037594823,0.9502503363357062
434,0.00021624489142283468,0.00014851636550702852,0.9503988527012133
435,0.00021495184039096844,0.000147628301801087,0.9505464810030143
436,0.00021434610226963492,0.00014721228261266786,0.950693693285627
437,0.0002125345807489822,0.0001459681348757438,0.9508396614205028
438,0.0002123825578926507,0.00014586372601804642,0.9509855251465208
439,0.00021159807323039526,0.0001453249442227051,0.9511308500907435
440,0.00021017004239777147,0.00014434417678030315,0.9512751942675238
441,0.00020912043393014868,0.00014362330872283801,0.9514188175762467
442,0.00020850851523780098,0.00014320304473613605,0.9515620206209828
443,0.00020816020471525293,0.000142963826077437,0.9517049844470603
444,0.0002073865486187614,0.00014243248130971898,0.95184741692837
445,0.0002063132044237884,0.00014169531162341292,0.9519891122399935
446,0.00020451939466036262,0.00014046332827008553,0.9521295755682636
447,0.0002035306857260794,0.00013978428583584396,0.9522693598540994
448,0.00020284765530650186,0.00013931518252071386,0.9524086750366202
449,0.0002025394506975005,0.00013910350848735187,0.9525477785451075
450,0.00020130435998079956,0.00013825525175809936,0.9526860337968657
451,0.0002010165554856618,0.00013805758846389065,0.9528240913853295
452,0.00020015451155286332,0.00013746553918603615,0.9529615569245156
453,0.00019988112674986013,0.00013727777929464755,0.9530988347038102
