error_model,level,seed,neuron_id,cell_type,observed,kappa_lost,fluctuation_r2,teacher_rate_hz,student_rate_hz
synapse_dropout,0.0,44,962,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,963,inhibitory,1,0.0,0.35007667541503906,0.2329192546583851,0.07763975155279502
synapse_dropout,0.0,44,965,excitatory,1,0.0,0.7961756587028503,0.15527950310559005,0.2135093167701863
synapse_dropout,0.0,44,967,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,968,excitatory,1,0.0,0.9887004494667053,26.009316770186334,26.02096273291925
synapse_dropout,0.0,44,969,excitatory,1,0.0,0.9875124096870422,10.093167701863353,10.345496894409937
synapse_dropout,0.0,44,970,inhibitory,1,0.0,0.8247696757316589,8.152173913043478,6.416925465838509
synapse_dropout,0.0,44,971,excitatory,1,0.0,0.8431880474090576,2.251552795031056,2.697981366459627
synapse_dropout,0.0,44,974,excitatory,1,0.0,,0.0,0.0
synapse_dropout,0.0,44,976,excitatory,1,0.0,0.9230955243110657,2.0186335403726705,1.921583850931677
